Id,Title,Content,Excerpt,AnonymousSchool,AnonymousDepartment,Pinned,ForumId,ReplyId,CreatedAt,UpdatedAt,CommentCount,LikeCount,WithNickname,Tags,Topics,Gender,School
234464991,檢查一下洗衣機喔,"你各位丟衣服洗前檢查一下口袋
有沒有東西好嗎？

剛剛去洗衣服
往下一探
就看到一個口罩在裡面
嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔
誰想要自己的衣服跟別人的口罩一起洗啊啊啊(눈‸눈)

洗完也檢查一下有沒有衣服忘記拿 
每次都有人掉襪子 
放旁邊又不拿回去 還有掉整路走廊的
少一隻襪子是要怎麼穿ʕಠ_ಠʔ",你各位丟衣服洗前檢查一下口袋，有沒有東西好嗎？剛剛去洗衣服，往下一探，就看到一個口罩在裡面，嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔，誰想要自己的衣服跟別人的口罩一起洗啊啊啊（눈‸눈），洗完也檢查一下有沒有衣服忘記拿,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-20T13:50:52.858Z,2020-09-20T13:50:52.858Z,3,9,False,[],"['長庚水準', '洗衣機']",F,長庚大學
234462249,阿勞大戰？？,剛剛看到薄膜球場一堆阿勞在打球，還有很多阿勞在旁邊抽煙，還有大大的橫布條寫著桃園國際阿勞體育競賽，今年學校應該會給我們辦校長盃了吧？？,剛剛看到薄膜球場一堆阿勞在打球，還有很多阿勞在旁邊抽煙，還有大大的橫布條寫著桃園國際阿勞體育競賽，今年學校應該會給我們辦校長盃了吧？？,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-20T05:58:29.083Z,2020-09-20T05:58:29.083Z,5,6,False,['HIDE_THUMBNAIL'],['長庚水準'],M,長庚大學
234458484,通識,"想請問一下很多人想上的哲學與文化
上課大概在上些什麼呢？
想問這禮拜第一堂課老師講了些什麼呢？",想請問一下很多人想上的哲學與文化，上課大概在上些什麼呢？想問這禮拜第一堂課老師講了些什麼呢？,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-19T13:13:14.523Z,2020-09-19T13:38:01.985Z,8,6,False,['HIDE_THUMBNAIL'],"['通識', '長庚']",F,長庚大學
234458453,修瀏海,最近瀏海又開始長長了，但自己修又挺害怕的，想請問長庚的學生有推薦哪間理髮店修瀏海比較便宜嗎？,最近瀏海又開始長長了，但自己修又挺害怕的，想請問長庚的學生有推薦哪間理髮店修瀏海比較便宜嗎？,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-19T13:07:18.924Z,2020-09-19T13:07:18.924Z,8,3,False,['HIDE_THUMBNAIL'],"['瀏海', '長庚']",F,長庚大學
234456237,長庚大學跆拳道社 期初社大,"大家好啊，過了一個暑假，是不是很久沒有動動身體了呀？
我們即將在9/22（二）19:00開始/18:30報到 ，舉辦期初社大
地點➡️學生活動中心B1庚心韻律教室
歡迎有興趣的人來體驗看看
沒有基礎也沒關係哦，很多前輩也是從零開始的呢
有朋自遠方來—非常歡迎其他學校的朋友來哦
＊當天請穿著運動服裝並請帶著水壺前往若有任何疑問，
歡迎至🔎FB私訊“長庚大學跆拳道社”粉絲專頁
想參加的朋友們，心動不如馬上行動！
趕快動起你的手指點進去填表單哦
https://forms.gle/BNdNwgzffhLi5yjM6
https://i.imgur.com/Rx3LPMV.jpg",大家好啊，過了一個暑假，是不是很久沒有動動身體了呀？我們即將在9/22（二）19：00開始/18：30報到 ，舉辦期初社大，地點️學生活動中心B1庚心韻律教室，歡迎有興趣的人來體驗看看，沒有基礎也沒關,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-19T06:15:51.360Z,2020-09-19T06:15:51.360Z,2,10,False,[],"['長庚大學', '長庚跆拳道社', '期初社大', '新生開問']",F,長庚大學
234451937,A8遺失的學生證,"今天下午在A8撿到一個學生證，
三年級，卡夾有偶像團體照，
好像是資工系的吧。
我直接拿給站務員了，如果妳出站後感到不安的話希望看到這個可以感覺好點。

不過我太晚發了，有可能妳已經拿回了🤣",今天下午在A8撿到一個學生證，三年級，卡夾有偶像團體照，好像是資工系的吧。我直接拿給站務員了，如果妳出站後感到不安的話希望看到這個可以感覺好點。不過我太晚發了，有可能妳已經拿回了🤣,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T13:28:47.445Z,2020-09-18T13:32:49.087Z,0,5,False,[],"['學生證', '失物招領', '遺失物']",M,長庚大學
234451597,通過英文畢業門檻的獎金什麼時候會發下來？？,"之前考了多益也通過畢業門檻了
只是學校什麼時候才會把錢發下來
最近生活有點拮据😭😭😭😭😭",之前考了多益也通過畢業門檻了，只是學校什麼時候才會把錢發下來，最近生活有點拮据,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T12:38:25.985Z,2020-09-18T12:38:25.985Z,4,5,False,[],"['英文', '長庚', '獎金', '詢問']",F,長庚大學
234450945,有關於收課或交換通識課,"這幾天看到一堆人在二手版上要收課或換課的消息
真的有人成功過嗎？
我的經驗都是被搶走欸幹：）

以下開放大家討論分享
這篇僅供後世參考：）",這幾天看到一堆人在二手版上要收課或換課的消息，真的有人成功過嗎？我的經驗都是被搶走欸幹：），以下開放大家討論分享，這篇僅供後世參考：）,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T11:03:54.294Z,2020-09-18T11:03:54.294Z,3,3,False,['HIDE_THUMBNAIL'],"['通識', '交換', '長庚水準', '想不到吧']",F,長庚大學
234450322,心肺物理治療研究室 誠徵運動實驗受試者,"各位同學大家好！我們是物治系的研究生

我們的研究計畫非常非常需要大家的參與！！
實驗主題是探討兩種不同的腳踏車運動模式(高強度間歇運動vs.中等程度持續運動)對於血液參數的影響

希望大家可以利用課餘時間過來踩踩腳踏車，邊滑手機邊追劇！（我們有提供手機架唷～～～）
我們為大家規劃量身定做的運動處方，還可以瘦身，強身健體！！！
過去已經發表好幾十篇的Paper，講到高強度間歇運動，大家都知道我們家實驗室是專家啦！
完成全部測試者亦可獲得條件優渥的 【津貼補助】！

受試者納入條件：
1.實歲19-32歲男性（超過一點點也可以唷）
2.體態正常(18.5≦ BMI＜30)
3.無抽菸、喝酒之習慣
4.無長期服用藥物之習慣，包括止痛劑、感冒藥、中藥等…
5.非運動員(每週運動小於3次，每次運動時間不超過1小時)
（超出一點點或小於一點點沒關係唷～我們很好商量！鼓起勇氣聯絡我們吧）

實驗內容：
1.漸進性最大運動強度測試(共2次)
2.運動訓練(共6週，每周5次，每次40分鐘腳踏車運動，可以自己排定方便的時間唷!)
3.血液實驗(需要抽血共2次)

可以獲得的好處：
1. 抓住夏天的尾巴，一起健身減肥吧！
2. 量身訂做運動處方，讓你超健康
3. 獲得完整版醫院心肺運動測試報吿～～～市值＄6000！！（驚）
4. 完整參與測試將獲得營養金 


實驗地點：
長庚大學第二醫學大樓六樓 
心肺物理治療學術研究室

聯絡人：黃郁潔/林明露
電話：0981100446/0928160349/03-2118800#3173
LINE：lu0312
Mail: yuchieh@asia.edu.tw

如有興趣者，可以打電話給我們或是填寫報名表單，我們會馬上跟你聯繫唷！
有任何問題都歡迎詢問！感恩萬分～
報名表單：https://forms.gle/uwaUUJr7MucwHK5Z9",各位同學大家好！我們是物治系的研究生，我們的研究計畫非常非常需要大家的參與！！，實驗主題是探討兩種不同的腳踏車運動模式（高強度間歇運動vs.中等程度持續運動）對於血液參數的影響，希望大家可以利用課餘時,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T09:30:56.404Z,2020-09-18T10:04:48.309Z,2,8,False,['HIDE_THUMBNAIL'],['運動'],F,長庚大學
234450068,是誰沒吃素,"是誰明天要辦宿營沒有吃素
下雨下起來",是誰明天要辦宿營沒有吃素，下雨下起來,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T08:55:36.280Z,2020-09-18T08:55:36.280Z,3,2,False,['HIDE_THUMBNAIL'],[],M,長庚大學
234449789,校車要怎麼等,"校車要在候車亭裡面排隊
有空位要儘量要補齊
https://i.imgur.com/viQO6Ow.jpg",校車要在候車亭裡面排隊，有空位要儘量要補齊,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-18T08:19:40.590Z,2020-09-18T17:38:32.523Z,21,47,False,[],['專車'],F,長庚大學
234446043,薪水袋遺失,請問有人撿到一個淺藍色的薪水袋嗎，裡面有大約5000多塊，今天回宿舍翻包包才發現不見,請問有人撿到一個淺藍色的薪水袋嗎，裡面有大約5000多塊，今天回宿舍翻包包才發現不見,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T17:49:55.324Z,2020-09-17T17:49:55.324Z,1,1,False,['HIDE_THUMBNAIL'],['長庚'],M,長庚大學
234444536,elearning pdf不能下載,小弟我最近在el按了ctrl+ s竟然不能下載，怎麼辦類,小弟我最近在el按了ctrl+ s竟然不能下載，怎麼辦類,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T14:50:07.166Z,2020-09-17T14:50:07.166Z,27,6,False,[],['詢問'],M,長庚大學
234443696,實景視覺感受測試實驗-招募受試者,"大家好~我們是資訊管理學系大四的學生，目前我們正在為專題進行一個研究實驗，主要是研究受試者對實驗場景中的印象，而後如何對視覺感知產生影響。因此誠徵實驗受試者，此數據將有助於我們專案的開發。全程僅約15~20分鐘，實驗後我們也會提供受試者100元車馬費表達感謝。


[實驗主題]:
於實驗場景中的印象，對視覺感知所產生的影響。

[實驗內容]:
受試者將於規劃路線中行走，並在實驗完成後回答問題。 

[招募對象]:
視力良好(或矯正後良好)及行動正常，且符合下列""任一""條件
1.109學年度長庚大學大一新生
2.非管理學院、非資工系學生

例:
若您是物治系大二學生，符合條件2，符合參與資格
若您是資工系大一學生，符合條件1，符合參與資格

[實驗地點]:
長庚大學管理學院5樓(報到地點會另行通知)

[實驗時間]:
實驗時間全程僅約15~20分鐘，請盡量多提供合適的時間，以利安排。

[車馬費補助]:
完整參與實驗，並完成問卷評估後，將給予超商100元禮物卡。

[聯絡方式]:
長庚大學資訊管理學系 陳同學
連絡電話:0989478066	
聯絡信箱:chchen0299@gmail.com

表單連結:  https://forms.gle/i5P8yzoMiNLQa4q7A

表單填答完畢後，我們將會以email與您聯繫適合測試的時間。謝謝!",大家好~我們是資訊管理學系大四的學生，目前我們正在為專題進行一個研究實驗，主要是研究受試者對實驗場景中的印象，而後如何對視覺感知產生影響。因此誠徵實驗受試者，此數據將有助於我們專案的開發。全程僅約15,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T13:18:30.898Z,2020-09-17T13:18:30.898Z,3,7,False,['HIDE_THUMBNAIL'],"['測試', '實驗', '長庚', '長庚大學']",M,長庚大學
234442330,LeetCode 學生特價,"哈囉大家好
最近 LeetCode 有學生團購特價，原價 159/yr, 現在湊滿50人就可獲得 99/yr 的學生優惠喔！
畢業的學長姐只要有校友信箱也可以參加喔！
不知道大家有沒有興趣呢?
有興趣的人，請在底下幫我喊+1
https://leetcode.com/student/",哈囉大家好，最近 LeetCode 有學生團購特價，原價 159/yr， 現在湊滿50人就可獲得 99/yr 的學生優惠喔！，畢業的學長姐只要有校友信箱也可以參加喔！，不知道大家有沒有興趣呢？有興趣的,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T10:16:44.102Z,2020-09-17T10:16:44.102Z,5,13,False,[],"['長庚', '想不到吧', '詢問']",M,長庚大學
234442252,超可愛,"今天17.多在薄膜排球場看到有很多人在旁邊對球
有一個排球褲是14號超可愛的欸
有人認識他嗎😂",今天17.多在薄膜排球場看到有很多人在旁邊對球，有一個排球褲是14號超可愛的欸，有人認識他嗎,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T10:07:06.006Z,2020-09-17T10:07:06.006Z,14,6,False,[],[],M,長庚大學
234441732,網路,"學校wifi是不是又炸了
早上還好好的說",學校wifi是不是又炸了，早上還好好的說,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-17T08:55:34.537Z,2020-09-17T08:55:34.537Z,2,1,False,[],"['網路', '長庚']",M,長庚大學
234437924,請問可以怎樣聯絡陳碩聰教授？,"我是大一資管的僑生，還在隔離當中要上E learning 遠距教學，今天的課沒有放ppt上系統😅第一週的課有些資訊還是需要留意的吧？
有人知道教微積分的陳碩聰教授的電郵或其他聯絡方式嗎？我google了名字但只有輔大的...",我是大一資管的僑生，還在隔離當中要上E learning 遠距教學，今天的課沒有放ppt上系統第一週的課有些資訊還是需要留意的吧？有人知道教微積分的陳碩聰教授的電郵或其他聯絡方式嗎？我google了名,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-16T18:17:10.288Z,2020-09-16T18:17:10.288Z,6,3,False,['HIDE_THUMBNAIL'],"['教授', '長庚', '新生開問']",M,長庚大學
234436816,關於健身房,我是大一新生，想請問學長姐校內有沒有健身房？,我是大一新生，想請問學長姐校內有沒有健身房？,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-16T15:48:51.381Z,2020-09-16T15:48:51.381Z,20,6,False,[],"['健身房', '新生開問', '長庚大學']",M,長庚大學
234436459,晚睡的魚兒有飼料吃,"禮拜二下午哲學與文化 我等下12.要放課
各位缺核心的魚們 快來搶飼料吧！",禮拜二下午哲學與文化 我等下12.要放課，各位缺核心的魚們 快來搶飼料吧！,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-16T15:13:49.336Z,2020-09-16T15:13:49.336Z,4,1,False,['HIDE_THUMBNAIL'],[],M,長庚大學
